ISO,Year,Month,Zone,Zone_Name,Avg_DA_LMP
ISONE,2020,11,4007_WCMA,WCMA,25.09
ISONE,2020,11,4008_NEMA,NEMA,25.49
ISONE,2020,12,4000_ISONE,ISO NE CA,40.15
ISONE,2020,12,4001_Maine,ME,39.9
ISONE,2020,12,4002_NH,NH,40.46
ISONE,2020,12,4003_Vermont,VT,38.92
ISONE,2020,12,4004_Connecticut,CT,38.38
ISONE,2020,12,4005_Rhode_Island,RI,40.45
ISONE,2020,12,4006_SEMA,SEMA,40.8
ISONE,2020,12,4007_WCMA,WCMA,40.05
ISONE,2020,12,4008_NEMA,NEMA,40.74
ISONE,2021,1,4000_ISONE,ISO NE CA,42.73
ISONE,2021,1,4001_Maine,ME,42.58
ISONE,2021,1,4002_NH,NH,42.8
ISONE,2021,1,4003_Vermont,VT,41.99
ISONE,2021,1,4004_Connecticut,CT,41.48
ISONE,2021,1,4005_Rhode_Island,RI,42.75
ISONE,2021,1,4006_SEMA,SEMA,42.95
ISONE,2021,1,4007_WCMA,WCMA,42.75
ISONE,2021,1,4008_NEMA,NEMA,42.83
ISONE,2021,2,4000_ISONE,ISO NE CA,73.12
ISONE,2021,2,4001_Maine,ME,72.83
ISONE,2021,2,4002_NH,NH,73.29
ISONE,2021,2,4003_Vermont,VT,72.03
ISONE,2021,2,4004_Connecticut,CT,71.09
ISONE,2021,2,4005_Rhode_Island,RI,73.35
ISONE,2021,2,4006_SEMA,SEMA,73.57
ISONE,2021,2,4007_WCMA,WCMA,73.09
ISONE,2021,2,4008_NEMA,NEMA,73.49
ISONE,2021,3,4000_ISONE,ISO NE CA,34.87
ISONE,2021,3,4001_Maine,ME,34.28
ISONE,2021,3,4002_NH,NH,34.94
ISONE,2021,3,4003_Vermont,VT,33.96
ISONE,2021,3,4004_Connecticut,CT,33.76
ISONE,2021,3,4005_Rhode_Island,RI,35.22
ISONE,2021,3,4006_SEMA,SEMA,35.35
ISONE,2021,3,4007_WCMA,WCMA,34.89
ISONE,2021,3,4008_NEMA,NEMA,35.14
ISONE,2021,4,4000_ISONE,ISO NE CA,26.14
ISONE,2021,4,4001_Maine,ME,25.26
ISONE,2021,4,4002_NH,NH,26.0
ISONE,2021,4,4003_Vermont,VT,25.35
ISONE,2021,4,4004_Connecticut,CT,25.8
ISONE,2021,4,4005_Rhode_Island,RI,26.14
ISONE,2021,4,4006_SEMA,SEMA,26.34
ISONE,2021,4,4007_WCMA,WCMA,26.15
ISONE,2021,4,4008_NEMA,NEMA,26.28
ISONE,2021,5,4000_ISONE,ISO NE CA,24.98
ISONE,2021,5,4001_Maine,ME,24.54
ISONE,2021,5,4002_NH,NH,24.93
ISONE,2021,5,4003_Vermont,VT,24.36
ISONE,2021,5,4004_Connecticut,CT,24.61
ISONE,2021,5,4005_Rhode_Island,RI,24.92
ISONE,2021,5,4006_SEMA,SEMA,25.12
ISONE,2021,5,4007_WCMA,WCMA,24.99
ISONE,2021,5,4008_NEMA,NEMA,25.12
ISONE,2021,6,4000_ISONE,ISO NE CA,37.1
ISONE,2021,6,4001_Maine,ME,36.66
ISONE,2021,6,4002_NH,NH,37.31
ISONE,2021,6,4003_Vermont,VT,36.86
ISONE,2021,6,4004_Connecticut,CT,36.45
ISONE,2021,6,4005_Rhode_Island,RI,36.82
ISONE,2021,6,4006_SEMA,SEMA,37.12
ISONE,2021,6,4007_WCMA,WCMA,37.14
ISONE,2021,6,4008_NEMA,NEMA,37.41
ISONE,2021,7,4000_ISONE,ISO NE CA,37.16
ISONE,2021,7,4001_Maine,ME,36.79
ISONE,2021,7,4002_NH,NH,37.4
ISONE,2021,7,4003_Vermont,VT,36.96
ISONE,2021,7,4004_Connecticut,CT,36.68
ISONE,2021,7,4005_Rhode_Island,RI,36.92
ISONE,2021,7,4006_SEMA,SEMA,37.35
ISONE,2021,7,4007_WCMA,WCMA,37.21
ISONE,2021,7,4008_NEMA,NEMA,37.52
ISONE,2021,8,4000_ISONE,ISO NE CA,49.47
ISONE,2021,8,4001_Maine,ME,49.56
ISONE,2021,8,4002_NH,NH,50.11
ISONE,2021,8,4003_Vermont,VT,49.32
ISONE,2021,8,4004_Connecticut,CT,48.44
ISONE,2021,8,4005_Rhode_Island,RI,49.19
ISONE,2021,8,4006_SEMA,SEMA,49.81
ISONE,2021,8,4007_WCMA,WCMA,49.52
ISONE,2021,8,4008_NEMA,NEMA,50.06
ISONE,2021,9,4000_ISONE,ISO NE CA,48.01
ISONE,2021,9,4001_Maine,ME,46.48
ISONE,2021,9,4002_NH,NH,48.07
ISONE,2021,9,4003_Vermont,VT,47.17
ISONE,2021,9,4004_Connecticut,CT,46.79
ISONE,2021,9,4005_Rhode_Island,RI,47.61
ISONE,2021,9,4006_SEMA,SEMA,48.65
ISONE,2021,9,4007_WCMA,WCMA,48.01
ISONE,2021,9,4008_NEMA,NEMA,48.99
ISONE,2021,10,4000_ISONE,ISO NE CA,57.71
ISONE,2021,10,4001_Maine,ME,56.12
ISONE,2021,10,4002_NH,NH,58.26
ISONE,2021,10,4003_Vermont,VT,57.32
ISONE,2021,10,4004_Connecticut,CT,56.72
ISONE,2021,10,4005_Rhode_Island,RI,56.69
ISONE,2021,10,4006_SEMA,SEMA,57.84
ISONE,2021,10,4007_WCMA,WCMA,57.77
ISONE,2021,10,4008_NEMA,NEMA,58.55
ISONE,2021,11,4000_ISONE,ISO NE CA,56.7
ISONE,2021,11,4001_Maine,ME,56.47
ISONE,2021,11,4002_NH,NH,57.52
ISONE,2021,11,4003_Vermont,VT,55.4
ISONE,2021,11,4004_Connecticut,CT,54.52
ISONE,2021,11,4005_Rhode_Island,RI,56.55
ISONE,2021,11,4006_SEMA,SEMA,57.34
ISONE,2021,11,4007_WCMA,WCMA,56.7
ISONE,2021,11,4008_NEMA,NEMA,57.76
ISONE,2021,12,4000_ISONE,ISO NE CA,65.14
ISONE,2021,12,4001_Maine,ME,66.78
ISONE,2021,12,4002_NH,NH,66.68
ISONE,2021,12,4003_Vermont,VT,62.03
ISONE,2021,12,4004_Connecticut,CT,60.93
ISONE,2021,12,4005_Rhode_Island,RI,66.54
ISONE,2021,12,4006_SEMA,SEMA,67.26
ISONE,2021,12,4007_WCMA,WCMA,64.82
ISONE,2021,12,4008_NEMA,NEMA,67.34
ISONE,2022,1,4000_ISONE,ISO NE CA,149.46
ISONE,2022,1,4001_Maine,ME,146.69
ISONE,2022,1,4002_NH,NH,148.97
ISONE,2022,1,4003_Vermont,VT,148.45
ISONE,2022,1,4004_Connecticut,CT,146.73
ISONE,2022,1,4005_Rhode_Island,RI,149.26
ISONE,2022,1,4006_SEMA,SEMA,149.68
ISONE,2022,1,4007_WCMA,WCMA,149.61
ISONE,2022,1,4008_NEMA,NEMA,149.64
ISONE,2022,2,4000_ISONE,ISO NE CA,117.08
ISONE,2022,2,4001_Maine,ME,118.03
ISONE,2022,2,4002_NH,NH,118.08
ISONE,2022,2,4003_Vermont,VT,114.26
ISONE,2022,2,4004_Connecticut,CT,112.5
ISONE,2022,2,4005_Rhode_Island,RI,117.58
ISONE,2022,2,4006_SEMA,SEMA,118.63
ISONE,2022,2,4007_WCMA,WCMA,116.85
ISONE,2022,2,4008_NEMA,NEMA,118.95
ISONE,2022,3,4000_ISONE,ISO NE CA,66.19
ISONE,2022,3,4001_Maine,ME,65.37
ISONE,2022,3,4002_NH,NH,66.15
ISONE,2022,3,4003_Vermont,VT,64.34
ISONE,2022,3,4004_Connecticut,CT,64.32
ISONE,2022,3,4005_Rhode_Island,RI,66.0
ISONE,2022,3,4006_SEMA,SEMA,66.63
ISONE,2022,3,4007_WCMA,WCMA,66.23
ISONE,2022,3,4008_NEMA,NEMA,66.67
ISONE,2022,4,4000_ISONE,ISO NE CA,62.37
ISONE,2022,4,4001_Maine,ME,59.39
ISONE,2022,4,4002_NH,NH,61.47
ISONE,2022,4,4003_Vermont,VT,60.35
ISONE,2022,4,4004_Connecticut,CT,62.47
ISONE,2022,4,4005_Rhode_Island,RI,62.49
ISONE,2022,4,4006_SEMA,SEMA,62.91
ISONE,2022,4,4007_WCMA,WCMA,62.5
ISONE,2022,4,4008_NEMA,NEMA,62.65
ISONE,2022,5,4000_ISONE,ISO NE CA,76.71
ISONE,2022,5,4001_Maine,ME,74.57
ISONE,2022,5,4002_NH,NH,76.3
ISONE,2022,5,4003_Vermont,VT,75.91
ISONE,2022,5,4004_Connecticut,CT,76.91
ISONE,2022,5,4005_Rhode_Island,RI,76.5
ISONE,2022,5,4006_SEMA,SEMA,76.61
ISONE,2022,5,4007_WCMA,WCMA,76.93
ISONE,2022,5,4008_NEMA,NEMA,76.89
ISONE,2022,6,4000_ISONE,ISO NE CA,68.43
ISONE,2022,6,4001_Maine,ME,68.32
ISONE,2022,6,4002_NH,NH,69.08
ISONE,2022,6,4003_Vermont,VT,67.8
ISONE,2022,6,4004_Connecticut,CT,67.48
ISONE,2022,6,4005_Rhode_Island,RI,68.11
ISONE,2022,6,4006_SEMA,SEMA,68.71
ISONE,2022,6,4007_WCMA,WCMA,68.58
ISONE,2022,6,4008_NEMA,NEMA,69.15
ISONE,2022,7,4000_ISONE,ISO NE CA,89.85
ISONE,2022,7,4001_Maine,ME,89.31
ISONE,2022,7,4002_NH,NH,90.87
ISONE,2022,7,4003_Vermont,VT,89.53
ISONE,2022,7,4004_Connecticut,CT,88.5
ISONE,2022,7,4005_Rhode_Island,RI,89.22
ISONE,2022,7,4006_SEMA,SEMA,90.23
ISONE,2022,7,4007_WCMA,WCMA,90.07
ISONE,2022,7,4008_NEMA,NEMA,90.61
ISONE,2022,8,4000_ISONE,ISO NE CA,99.55
ISONE,2022,8,4001_Maine,ME,97.47
ISONE,2022,8,4002_NH,NH,100.07
ISONE,2022,8,4003_Vermont,VT,99.12
ISONE,2022,8,4004_Connecticut,CT,97.95
ISONE,2022,8,4005_Rhode_Island,RI,99.14
ISONE,2022,8,4006_SEMA,SEMA,100.4
ISONE,2022,8,4007_WCMA,WCMA,99.7
ISONE,2022,8,4008_NEMA,NEMA,100.25
ISONE,2022,9,4000_ISONE,ISO NE CA,67.23
ISONE,2022,9,4001_Maine,ME,65.79
ISONE,2022,9,4002_NH,NH,67.53
ISONE,2022,9,4003_Vermont,VT,66.53
ISONE,2022,9,4004_Connecticut,CT,65.8
ISONE,2022,9,4005_Rhode_Island,RI,67.02
ISONE,2022,9,4006_SEMA,SEMA,67.67
ISONE,2022,9,4007_WCMA,WCMA,67.29
ISONE,2022,9,4008_NEMA,NEMA,67.78
ISONE,2022,10,4000_ISONE,ISO NE CA,52.97
ISONE,2022,10,4001_Maine,ME,52.66
ISONE,2022,10,4002_NH,NH,53.27
ISONE,2022,10,4003_Vermont,VT,52.64
ISONE,2022,10,4004_Connecticut,CT,52.04
ISONE,2022,10,4005_Rhode_Island,RI,52.61
ISONE,2022,10,4006_SEMA,SEMA,53.24
ISONE,2022,10,4007_WCMA,WCMA,53.03
ISONE,2022,10,4008_NEMA,NEMA,53.26
ISONE,2022,11,4000_ISONE,ISO NE CA,61.78
ISONE,2022,11,4001_Maine,ME,61.08
ISONE,2022,11,4002_NH,NH,62.23
ISONE,2022,11,4003_Vermont,VT,61.25
ISONE,2022,11,4004_Connecticut,CT,60.67
ISONE,2022,11,4005_Rhode_Island,RI,61.23
ISONE,2022,11,4006_SEMA,SEMA,61.98
ISONE,2022,11,4007_WCMA,WCMA,61.97
ISONE,2022,11,4008_NEMA,NEMA,62.13
ISONE,2022,12,4000_ISONE,ISO NE CA,115.5
ISONE,2022,12,4001_Maine,ME,111.8
ISONE,2022,12,4002_NH,NH,115.27
ISONE,2022,12,4003_Vermont,VT,113.63
ISONE,2022,12,4004_Connecticut,CT,113.51
ISONE,2022,12,4005_Rhode_Island,RI,115.54
ISONE,2022,12,4006_SEMA,SEMA,115.95
ISONE,2022,12,4007_WCMA,WCMA,115.59
ISONE,2022,12,4008_NEMA,NEMA,115.47
ISONE,2023,1,4000_ISONE,ISO NE CA,49.14
ISONE,2023,1,4001_Maine,ME,48.95
ISONE,2023,1,4002_NH,NH,49.57
ISONE,2023,1,4003_Vermont,VT,49.06
ISONE,2023,1,4004_Connecticut,CT,47.76
ISONE,2023,1,4005_Rhode_Island,RI,49.02
ISONE,2023,1,4006_SEMA,SEMA,49.68
ISONE,2023,1,4007_WCMA,WCMA,49.11
ISONE,2023,1,4008_NEMA,NEMA,49.56
ISONE,2023,2,4000_ISONE,ISO NE CA,69.35
ISONE,2023,2,4001_Maine,ME,69.09
ISONE,2023,2,4002_NH,NH,69.72
ISONE,2023,2,4003_Vermont,VT,68.24
ISONE,2023,2,4004_Connecticut,CT,67.14
ISONE,2023,2,4005_Rhode_Island,RI,69.61
ISONE,2023,2,4006_SEMA,SEMA,70.36
ISONE,2023,2,4007_WCMA,WCMA,69.23
ISONE,2023,2,4008_NEMA,NEMA,69.99
ISONE,2023,3,4000_ISONE,ISO NE CA,35.01
ISONE,2023,3,4001_Maine,ME,34.85
ISONE,2023,3,4002_NH,NH,35.46
ISONE,2023,3,4003_Vermont,VT,34.69
ISONE,2023,3,4004_Connecticut,CT,34.26
ISONE,2023,3,4005_Rhode_Island,RI,34.87
ISONE,2023,3,4006_SEMA,SEMA,35.37
ISONE,2023,3,4007_WCMA,WCMA,35.06
ISONE,2023,3,4008_NEMA,NEMA,35.42
ISONE,2023,4,4000_ISONE,ISO NE CA,28.79
ISONE,2023,4,4001_Maine,ME,28.42
ISONE,2023,4,4002_NH,NH,28.81
ISONE,2023,4,4003_Vermont,VT,28.18
ISONE,2023,4,4004_Connecticut,CT,28.52
ISONE,2023,4,4005_Rhode_Island,RI,28.53
ISONE,2023,4,4006_SEMA,SEMA,28.85
ISONE,2023,4,4007_WCMA,WCMA,28.83
ISONE,2023,4,4008_NEMA,NEMA,28.96
ISONE,2023,5,4000_ISONE,ISO NE CA,25.03
ISONE,2023,5,4001_Maine,ME,24.5
ISONE,2023,5,4002_NH,NH,25.06
ISONE,2023,5,4003_Vermont,VT,24.98
ISONE,2023,5,4004_Connecticut,CT,24.92
ISONE,2023,5,4005_Rhode_Island,RI,24.77
ISONE,2023,5,4006_SEMA,SEMA,25.06
ISONE,2023,5,4007_WCMA,WCMA,25.08
ISONE,2023,5,4008_NEMA,NEMA,25.1
ISONE,2023,6,4000_ISONE,ISO NE CA,33.52
ISONE,2023,6,4001_Maine,ME,32.64
ISONE,2023,6,4002_NH,NH,33.53
ISONE,2023,6,4003_Vermont,VT,33.31
ISONE,2023,6,4004_Connecticut,CT,33.01
ISONE,2023,6,4005_Rhode_Island,RI,33.21
ISONE,2023,6,4006_SEMA,SEMA,33.7
ISONE,2023,6,4007_WCMA,WCMA,33.56
ISONE,2023,6,4008_NEMA,NEMA,33.71
ISONE,2023,7,4000_ISONE,ISO NE CA,42.34
ISONE,2023,7,4001_Maine,ME,41.47
ISONE,2023,7,4002_NH,NH,42.44
ISONE,2023,7,4003_Vermont,VT,41.96
ISONE,2023,7,4004_Connecticut,CT,41.52
ISONE,2023,7,4005_Rhode_Island,RI,42.04
ISONE,2023,7,4006_SEMA,SEMA,42.64
ISONE,2023,7,4007_WCMA,WCMA,42.36
ISONE,2023,7,4008_NEMA,NEMA,42.74
ISONE,2023,8,4000_ISONE,ISO NE CA,26.94
ISONE,2023,8,4001_Maine,ME,26.51
ISONE,2023,8,4002_NH,NH,27.03
ISONE,2023,8,4003_Vermont,VT,26.9
ISONE,2023,8,4004_Connecticut,CT,26.5
ISONE,2023,8,4005_Rhode_Island,RI,26.75
ISONE,2023,8,4006_SEMA,SEMA,27.18
ISONE,2023,8,4007_WCMA,WCMA,26.98
ISONE,2023,8,4008_NEMA,NEMA,27.22
ISONE,2023,9,4000_ISONE,ISO NE CA,30.28
ISONE,2023,9,4001_Maine,ME,29.86
ISONE,2023,9,4002_NH,NH,30.54
ISONE,2023,9,4003_Vermont,VT,30.33
ISONE,2023,9,4004_Connecticut,CT,29.68
ISONE,2023,9,4005_Rhode_Island,RI,29.9
ISONE,2023,9,4006_SEMA,SEMA,30.4
ISONE,2023,9,4007_WCMA,WCMA,30.32
ISONE,2023,9,4008_NEMA,NEMA,30.61
ISONE,2023,10,4000_ISONE,ISO NE CA,26.33
ISONE,2023,10,4001_Maine,ME,26.2
ISONE,2023,10,4002_NH,NH,26.47
ISONE,2023,10,4003_Vermont,VT,26.64
ISONE,2023,10,4004_Connecticut,CT,25.88
ISONE,2023,10,4005_Rhode_Island,RI,26.0
ISONE,2023,10,4006_SEMA,SEMA,26.4
ISONE,2023,10,4007_WCMA,WCMA,26.4
ISONE,2023,10,4008_NEMA,NEMA,26.48
ISONE,2023,11,4000_ISONE,ISO NE CA,39.67
ISONE,2023,11,4001_Maine,ME,39.04
ISONE,2023,11,4002_NH,NH,39.81
ISONE,2023,11,4003_Vermont,VT,39.34
ISONE,2023,11,4004_Connecticut,CT,38.74
ISONE,2023,11,4005_Rhode_Island,RI,39.74
ISONE,2023,11,4006_SEMA,SEMA,40.08
ISONE,2023,11,4007_WCMA,WCMA,39.71
ISONE,2023,11,4008_NEMA,NEMA,40.01
ISONE,2023,12,4000_ISONE,ISO NE CA,38.14
ISONE,2023,12,4001_Maine,ME,37.59
ISONE,2023,12,4002_NH,NH,38.23
ISONE,2023,12,4003_Vermont,VT,37.73
ISONE,2023,12,4004_Connecticut,CT,37.07
ISONE,2023,12,4005_Rhode_Island,RI,38.27
ISONE,2023,12,4006_SEMA,SEMA,38.44
ISONE,2023,12,4007_WCMA,WCMA,38.17
ISONE,2023,12,4008_NEMA,NEMA,38.37
ISONE,2024,1,4000_ISONE,ISO NE CA,70.47
ISONE,2024,1,4001_Maine,ME,68.31
ISONE,2024,1,4002_NH,NH,70.01
ISONE,2024,1,4003_Vermont,VT,69.58
ISONE,2024,1,4004_Connecticut,CT,69.39
ISONE,2024,1,4005_Rhode_Island,RI,71.16
ISONE,2024,1,4006_SEMA,SEMA,71.14
ISONE,2024,1,4007_WCMA,WCMA,70.45
ISONE,2024,1,4008_NEMA,NEMA,70.34
ISONE,2024,2,4000_ISONE,ISO NE CA,36.58
ISONE,2024,2,4001_Maine,ME,36.4
ISONE,2024,2,4002_NH,NH,36.91
ISONE,2024,2,4003_Vermont,VT,36.44
ISONE,2024,2,4004_Connecticut,CT,35.45
ISONE,2024,2,4005_Rhode_Island,RI,36.68
ISONE,2024,2,4006_SEMA,SEMA,36.97
ISONE,2024,2,4007_WCMA,WCMA,36.56
ISONE,2024,2,4008_NEMA,NEMA,36.97
ISONE,2024,3,4000_ISONE,ISO NE CA,24.21
ISONE,2024,3,4001_Maine,ME,23.71
ISONE,2024,3,4002_NH,NH,24.16
ISONE,2024,3,4003_Vermont,VT,24.04
ISONE,2024,3,4004_Connecticut,CT,23.7
ISONE,2024,3,4005_Rhode_Island,RI,24.12
ISONE,2024,3,4006_SEMA,SEMA,24.35
ISONE,2024,3,4007_WCMA,WCMA,24.23
ISONE,2024,3,4008_NEMA,NEMA,24.29
ISONE,2024,4,4000_ISONE,ISO NE CA,25.52
ISONE,2024,4,4001_Maine,ME,24.71
ISONE,2024,4,4002_NH,NH,25.45
ISONE,2024,4,4003_Vermont,VT,25.38
ISONE,2024,4,4004_Connecticut,CT,24.99
ISONE,2024,4,4005_Rhode_Island,RI,25.52
ISONE,2024,4,4006_SEMA,SEMA,25.74
ISONE,2024,4,4007_WCMA,WCMA,25.53
ISONE,2024,4,4008_NEMA,NEMA,25.68
ISONE,2024,5,4000_ISONE,ISO NE CA,27.23
ISONE,2024,5,4001_Maine,ME,26.56
ISONE,2024,5,4002_NH,NH,27.3
ISONE,2024,5,4003_Vermont,VT,27.22
ISONE,2024,5,4004_Connecticut,CT,26.66
ISONE,2024,5,4005_Rhode_Island,RI,27.0
ISONE,2024,5,4006_SEMA,SEMA,27.36
ISONE,2024,5,4007_WCMA,WCMA,27.23
ISONE,2024,5,4008_NEMA,NEMA,27.47
ISONE,2024,6,4000_ISONE,ISO NE CA,35.14
ISONE,2024,6,4001_Maine,ME,34.37
ISONE,2024,6,4002_NH,NH,35.43
ISONE,2024,6,4003_Vermont,VT,35.03
ISONE,2024,6,4004_Connecticut,CT,34.44
ISONE,2024,6,4005_Rhode_Island,RI,34.94
ISONE,2024,6,4006_SEMA,SEMA,35.37
ISONE,2024,6,4007_WCMA,WCMA,35.23
ISONE,2024,6,4008_NEMA,NEMA,35.67
ISONE,2024,7,4000_ISONE,ISO NE CA,46.16
ISONE,2024,7,4001_Maine,ME,45.32
ISONE,2024,7,4002_NH,NH,46.76
ISONE,2024,7,4003_Vermont,VT,45.85
ISONE,2024,7,4004_Connecticut,CT,45.13
ISONE,2024,7,4005_Rhode_Island,RI,45.72
ISONE,2024,7,4006_SEMA,SEMA,46.48
ISONE,2024,7,4007_WCMA,WCMA,46.27
ISONE,2024,7,4008_NEMA,NEMA,46.91
ISONE,2024,8,4000_ISONE,ISO NE CA,35.66
ISONE,2024,8,4001_Maine,ME,35.29
ISONE,2024,8,4002_NH,NH,35.86
ISONE,2024,8,4003_Vermont,VT,35.68
ISONE,2024,8,4004_Connecticut,CT,34.85
ISONE,2024,8,4005_Rhode_Island,RI,35.75
ISONE,2024,8,4006_SEMA,SEMA,36.12
ISONE,2024,8,4007_WCMA,WCMA,35.71
ISONE,2024,8,4008_NEMA,NEMA,36.14
ISONE,2024,9,4000_ISONE,ISO NE CA,32.24
ISONE,2024,9,4001_Maine,ME,31.65
ISONE,2024,9,4002_NH,NH,32.32
ISONE,2024,9,4003_Vermont,VT,32.44
ISONE,2024,9,4004_Connecticut,CT,31.53
ISONE,2024,9,4005_Rhode_Island,RI,32.18
ISONE,2024,9,4006_SEMA,SEMA,32.5
ISONE,2024,9,4007_WCMA,WCMA,32.24
ISONE,2024,9,4008_NEMA,NEMA,32.5
ISONE,2024,10,4000_ISONE,ISO NE CA,35.97
ISONE,2024,10,4001_Maine,ME,36.25
ISONE,2024,10,4002_NH,NH,36.54
ISONE,2024,10,4003_Vermont,VT,36.41
ISONE,2024,10,4004_Connecticut,CT,34.96
ISONE,2024,10,4005_Rhode_Island,RI,35.29
ISONE,2024,10,4006_SEMA,SEMA,35.99
ISONE,2024,10,4007_WCMA,WCMA,35.99
ISONE,2024,10,4008_NEMA,NEMA,36.4
ISONE,2024,11,4000_ISONE,ISO NE CA,39.51
ISONE,2024,11,4001_Maine,ME,40.87
ISONE,2024,11,4002_NH,NH,40.76
ISONE,2024,11,4003_Vermont,VT,39.22
ISONE,2024,11,4004_Connecticut,CT,36.88
ISONE,2024,11,4005_Rhode_Island,RI,39.4
ISONE,2024,11,4006_SEMA,SEMA,39.86
ISONE,2024,11,4007_WCMA,WCMA,39.47
ISONE,2024,11,4008_NEMA,NEMA,40.77
ISONE,2024,12,4000_ISONE,ISO NE CA,87.56
ISONE,2024,12,4001_Maine,ME,89.33
ISONE,2024,12,4002_NH,NH,89.11
ISONE,2024,12,4003_Vermont,VT,86.07
ISONE,2024,12,4004_Connecticut,CT,84.1
ISONE,2024,12,4005_Rhode_Island,RI,87.6
ISONE,2024,12,4006_SEMA,SEMA,88.58
ISONE,2024,12,4007_WCMA,WCMA,87.58
ISONE,2024,12,4008_NEMA,NEMA,89.75
ISONE,2025,1,4000_ISONE,ISO NE CA,133.56
ISONE,2025,1,4001_Maine,ME,130.89
ISONE,2025,1,4002_NH,NH,134.31
ISONE,2025,1,4003_Vermont,VT,132.51
ISONE,2025,1,4004_Connecticut,CT,130.3
ISONE,2025,1,4005_Rhode_Island,RI,133.86
ISONE,2025,1,4006_SEMA,SEMA,135.04
ISONE,2025,1,4007_WCMA,WCMA,133.52
ISONE,2025,1,4008_NEMA,NEMA,134.92
ISONE,2025,2,4000_ISONE,ISO NE CA,130.39
ISONE,2025,2,4001_Maine,ME,128.41
ISONE,2025,2,4002_NH,NH,131.8
ISONE,2025,2,4003_Vermont,VT,129.23
ISONE,2025,2,4004_Connecticut,CT,126.4
ISONE,2025,2,4005_Rhode_Island,RI,130.69
ISONE,2025,2,4006_SEMA,SEMA,131.8
ISONE,2025,2,4007_WCMA,WCMA,130.38
ISONE,2025,2,4008_NEMA,NEMA,131.97
ISONE,2025,3,4000_ISONE,ISO NE CA,46.98
ISONE,2025,3,4001_Maine,ME,46.46
ISONE,2025,3,4002_NH,NH,47.39
ISONE,2025,3,4003_Vermont,VT,46.82
ISONE,2025,3,4004_Connecticut,CT,45.51
ISONE,2025,3,4005_Rhode_Island,RI,46.71
ISONE,2025,3,4006_SEMA,SEMA,47.3
ISONE,2025,3,4007_WCMA,WCMA,46.98
ISONE,2025,3,4008_NEMA,NEMA,47.63
ISONE,2025,4,4000_ISONE,ISO NE CA,41.41
ISONE,2025,4,4001_Maine,ME,36.28
ISONE,2025,4,4002_NH,NH,41.16
ISONE,2025,4,4003_Vermont,VT,40.76
ISONE,2025,4,4004_Connecticut,CT,40.45
ISONE,2025,4,4005_Rhode_Island,RI,41.16
ISONE,2025,4,4006_SEMA,SEMA,41.7
ISONE,2025,4,4007_WCMA,WCMA,41.29
ISONE,2025,4,4008_NEMA,NEMA,41.77
ISONE,2025,5,4000_ISONE,ISO NE CA,35.21
ISONE,2025,5,4001_Maine,ME,31.12
ISONE,2025,5,4002_NH,NH,34.94
ISONE,2025,5,4003_Vermont,VT,34.71
ISONE,2025,5,4004_Connecticut,CT,34.9
ISONE,2025,5,4005_Rhode_Island,RI,34.96
ISONE,2025,5,4006_SEMA,SEMA,35.39
ISONE,2025,5,4007_WCMA,WCMA,35.21
ISONE,2025,5,4008_NEMA,NEMA,35.46
ISONE,2025,6,4000_ISONE,ISO NE CA,43.75
ISONE,2025,6,4001_Maine,ME,42.04
ISONE,2025,6,4002_NH,NH,43.82
ISONE,2025,6,4003_Vermont,VT,43.75
ISONE,2025,6,4004_Connecticut,CT,42.95
ISONE,2025,6,4005_Rhode_Island,RI,43.52
ISONE,2025,6,4006_SEMA,SEMA,44.13
ISONE,2025,6,4007_WCMA,WCMA,43.84
ISONE,2025,6,4008_NEMA,NEMA,44.24
ISONE,2025,7,4000_ISONE,ISO NE CA,70.27
ISONE,2025,7,4001_Maine,ME,68.1
ISONE,2025,7,4002_NH,NH,70.6
ISONE,2025,7,4003_Vermont,VT,70.9
ISONE,2025,7,4004_Connecticut,CT,69.16
ISONE,2025,7,4005_Rhode_Island,RI,69.67
ISONE,2025,7,4006_SEMA,SEMA,70.71
ISONE,2025,7,4007_WCMA,WCMA,70.5
ISONE,2025,7,4008_NEMA,NEMA,71.11
ISONE,2025,8,4000_ISONE,ISO NE CA,45.58
ISONE,2025,8,4001_Maine,ME,45.02
ISONE,2025,8,4002_NH,NH,46.15
ISONE,2025,8,4003_Vermont,VT,46.37
ISONE,2025,8,4004_Connecticut,CT,44.75
ISONE,2025,8,4005_Rhode_Island,RI,45.13
ISONE,2025,8,4006_SEMA,SEMA,45.93
ISONE,2025,8,4007_WCMA,WCMA,45.73
ISONE,2025,8,4008_NEMA,NEMA,46.26
ISONE,2025,9,4000_ISONE,ISO NE CA,34.21
ISONE,2025,9,4001_Maine,ME,33.98
ISONE,2025,9,4002_NH,NH,34.66
ISONE,2025,9,4003_Vermont,VT,34.81
ISONE,2025,9,4004_Connecticut,CT,33.61
ISONE,2025,9,4005_Rhode_Island,RI,33.85
ISONE,2025,9,4006_SEMA,SEMA,34.38
ISONE,2025,9,4007_WCMA,WCMA,34.3
ISONE,2025,9,4008_NEMA,NEMA,34.67
ISONE,2025,10,4000_ISONE,ISO NE CA,40.28
ISONE,2025,10,4001_Maine,ME,39.58
ISONE,2025,10,4002_NH,NH,40.62
ISONE,2025,10,4003_Vermont,VT,41.96
ISONE,2025,10,4004_Connecticut,CT,39.83
ISONE,2025,10,4005_Rhode_Island,RI,39.67
